eps,min_samples,silhouette,ari,ami,calinski,davies,labels
0.05904453969916018,2,-0.3496192383610504,-0.00041648668495355127,0.005923208933535007,15.33716239976686,1.3134778837013017,[0 0 0 ... 0 0 0]
0.05904453969916018,3,-0.34365578538264013,-0.0004115925906055786,0.0067349861214605,21.84603285625291,1.470638365481846,[0 0 0 ... 0 0 0]
0.05904453969916018,4,-0.3678328659712482,-0.00042829718451883967,0.007003653766248451,22.757720739788446,1.61825157574568,[0 0 0 ... 0 0 0]
0.05904453969916018,5,-0.39969943825240456,-0.00045205382985076607,0.007809255363184883,25.483053108671623,1.8099114171255484,[0 0 0 ... 0 0 0]
0.07216554852119578,2,-0.28055299605748557,-0.0002708788987445768,0.004610274178405884,17.915642760185975,1.3868052473141774,[0 0 0 ... 0 0 0]
0.07216554852119578,3,-0.2669290680931333,-0.0002685936038978624,0.005235699579933548,24.588182678238766,1.562968724506141,[0 0 0 ... 0 0 0]
0.07216554852119578,4,-0.2915302400855188,-0.0002961353542630702,0.005995204404920233,29.987873402149546,1.6808077508702455,[0 0 0 ... 0 0 0]
0.07216554852119578,5,-0.30844313654405914,-0.000342496719146161,0.006581824888922095,32.72029661726316,1.8472239145333393,[0 0 0 ... 0 0 0]
0.08528655734323137,2,-0.22551573174457637,-0.0001693082226737943,0.003108284337809845,17.791049347032533,1.4635635312508988,[0 0 0 ... 0 0 0]
0.08528655734323137,3,-0.18502562394722594,-0.00016782998783781286,0.0036757016309537462,26.139031019061708,1.7229606182887192,[0 0 0 ... 0 0 0]
0.08528655734323137,4,-0.1925240851626929,-0.00020376230144792068,0.0042285306270657165,31.229165421020422,1.974821676017473,[0 0 0 ... 0 0 0]
0.08528655734323137,5,-0.2236400597769937,-0.00023155059759769604,0.00468678479177032,32.0452516747699,1.8503665738414579,[0 0 0 ... 0 0 0]
0.09840756616526697,2,-0.15329716008830688,-0.0001305852529655014,0.0022543154588200737,19.11169860176288,1.339499408124699,[0 0 0 ... 0 0 0]
0.09840756616526697,3,-0.1414650290113084,-0.00012995505199339704,0.0025906481355457973,25.90298186780662,1.828271426341857,[0 0 0 ... 0 0 0]
0.09840756616526697,4,-0.1498688845828889,-0.00016340075016088622,0.003319679206877464,30.47926140262823,2.585186685737077,[0 0 0 ... 0 0 0]
0.09840756616526697,5,-0.13901633797393367,-0.0001819613168451724,0.0036609072360913545,36.1742965842908,1.9424768419164644,[0 0 0 ... 0 0 0]
0.11152857498730256,2,-0.09964040856918945,-9.628696817248383e-05,0.0014035038292505631,16.219818789223968,1.3094564318313804,[0 0 0 ... 0 0 0]
0.11152857498730256,3,-0.09024046669444398,-9.575804199718191e-05,0.0017566271394893567,21.509664248034586,1.7262111304369188,[0 0 0 ... 0 0 0]
0.11152857498730256,4,-0.0623554862975059,-0.00010404664407541163,0.0021055947556110266,26.147941589374717,2.5437404972246753,[0 0 0 ... 0 0 0]
0.11152857498730256,5,-0.05167661292723592,-0.00011462559407982424,0.0027121530661033478,34.10064192772873,2.6891308837475223,[0 0 0 ... 0 0 0]
0.12464958380933816,2,-0.05744687508995986,-7.599142282007795e-05,0.0012066035672116428,17.95572755742993,1.294600070579276,[0 0 0 ... 0 0 0]
0.12464958380933816,3,-0.023221998449318427,-7.560323241760005e-05,0.0014937785554897623,23.41126734845506,1.6898221297509777,[0 0 0 ... 0 0 0]
0.12464958380933816,4,-0.05033799775194915,-8.14128821831243e-05,0.0017163484738506067,26.14161139089926,2.1143022016024773,[0 0 0 ... 0 0 0]
0.12464958380933816,5,-0.008668534327997683,-9.107275868276554e-05,0.0023313616984344692,40.42049994451681,3.7996412857800297,[0 0 0 ... 0 0 0]
0.13777059263137376,2,-0.00847249208052842,-5.024501862248812e-05,0.0008222197599636224,17.980121283468083,1.3194531466092112,[0 0 0 ... 0 0 0]
0.13777059263137376,3,0.0001956782414848555,-4.995313737650011e-05,0.0010948577217035369,24.55423487534424,1.8039022187849039,[0 0 0 ... 0 0 0]
0.13777059263137376,4,0.02109553291964497,-5.843117801699479e-05,0.0013428857181564185,27.734208694829967,2.226376412343723,[0 0 0 ... 0 0 0]
0.13777059263137376,5,0.047587092864816244,-7.567359336833098e-05,0.0016007264962433093,27.060822792779412,4.417626376385221,[0 0 0 ... 0 0 0]
0.15089160145340935,2,0.047537253671437595,-3.8467893530319175e-05,0.0005555739987012947,16.891484925622503,1.4597059559183583,[0 0 0 ... 0 0 0]
0.15089160145340935,3,0.07191969720010133,-3.822335106518956e-05,0.0008484333029948121,23.007851093573333,2.3301633362047647,[0 0 0 ... 0 0 0]
0.15089160145340935,4,0.048502712925765905,-4.370710600723956e-05,0.0009863873558237106,23.99020217768542,2.7271520285788955,[0 0 0 ... 0 0 0]
0.15089160145340935,5,0.2335631354111079,-5.301937591126971e-05,0.0013199908386545354,23.529499405394784,7.81044340978159,[0 0 0 ... 0 0 0]
0.16401261027544495,2,0.06266937664439502,-3.6870043188133724e-05,0.0005121137778179726,17.431272892480685,1.6136081282857808,[0 0 0 ... 0 0 0]
0.16401261027544495,3,0.08679830313264983,-3.668803871184448e-05,0.0007677307005042271,22.63503916299388,2.1718807684331822,[0 0 0 ... 0 0 0]
0.16401261027544495,4,0.11640091836376203,-3.945688990418043e-05,0.0009535318478540187,25.438448569231706,3.7394140720549616,[0 0 0 ... 0 0 0]
0.16401261027544495,5,0.23643101141254833,-4.2952661263263376e-05,0.0011321777788740773,29.229689277585074,5.899398450212265,[0 0 0 ... 0 0 0]
0.17713361909748054,2,0.08860510590588533,-3.117539460411561e-05,0.0004725424598254611,17.77872734237696,1.5820077107078652,[0 0 0 ... 0 0 0]
0.17713361909748054,3,0.13714505538843497,-3.10286730231004e-05,0.0006777517070834526,22.44628415279039,1.9957930275831868,[0 0 0 ... 0 0 0]
0.17713361909748054,4,0.1053575104377724,-3.60774633285184e-05,0.0009086510821095167,27.954947960391507,2.395689726528754,[0 0 0 ... 0 0 0]
0.17713361909748054,5,0.15916945334455476,-3.772062080405095e-05,0.0010787127833373033,30.461546541401347,5.006809931284622,[0 0 0 ... 0 0 0]
